Index, rightLegAngleSignal, leftLegAngleSignal, yPositionOfNoseSignal, xPositionOfRHipSignal, yPositionOfRHipSignal, xPositionOfLHipSignal, yPositionOfLHipSignal, pgram_rightLegAngleSignal, pgram_leftLegAngleSignal, pgram_yPositionOfNoseSignal, pgram_xPositionOfRHipSignal, pgram_yPositionOfRhipSignal, pgram_xPositionOfLHipSignal, pgram_yPositionOfLhipSignal, pgram_all,rightLegAngleSignal_interpolated, leftLegAngleSignal_interpolated, yPositionOfNoseSignal_interpolated, xPositionOfRHipSignal_interpolated, yPositionOfRHipSignal_interpolated, xPositionOfLHipSignal_interpolated, yPositionOfLHipSignal_interpolated
107,45.0,nan,nan,196.0,252.0,260.0,196.0,482.89251708984375,113.9642333984375,47.386714935302734,2537.007080078125,1541.4813232421875,1.8467884063720703,354.3656005859375,1245.666748046875,45.0,90.0,206.6666717529297,196.0,252.0,260.0,196.0
108,nan,nan,nan,196.0,252.0,260.0,196.0,163.6807403564453,31.2430362701416,23.212810516357422,283.3480529785156,560.2870483398438,18.943408966064453,52.18841552734375,1240.333251953125,45.0,90.0,201.3333282470703,196.0,252.0,260.0,196.0
109,45.0,90.0,196.0,212.0,324.0,268.0,196.0,314.3944091796875,31.057600021362305,115.69853973388672,0.3660450279712677,110.30277252197266,544.3702392578125,4877.15185546875,1331.0,45.0,90.0,196.0,212.0,324.0,268.0,196.0
110,25.76932716369629,nan,nan,212.0,324.0,268.0,188.0,223.7067413330078,0.01007083710283041,17.70156478881836,699.0335693359375,564.0371704101562,276.2715759277344,3918.87109375,1279.0699462890625,25.76932716369629,65.30064392089844,196.0,212.0,324.0,268.0,188.0
111,17.10272979736328,40.601295471191406,196.0,220.0,188.0,220.0,252.0,77.04695129394531,11.237228393554688,30.159318923950195,70.53227233886719,1358.6119384765625,379.5675964355469,27742.583984375,1133.7041015625,17.10272979736328,40.601295471191406,196.0,220.0,188.0,220.0,252.0
112,nan,40.601295471191406,196.0,220.0,188.0,220.0,252.0,18.948659896850586,740.467041015625,6.097291469573975,50.75654602050781,1391.0472412109375,2952.305908203125,12245.193359375,1144.4693603515625,27.86805534362793,40.601295471191406,196.0,220.0,188.0,220.0,252.0
113,nan,47.72631072998047,196.0,228.0,188.0,212.0,244.0,680.1008911132812,2.962763786315918,59.77668762207031,148.1310577392578,181.0313262939453,451.4935607910156,3205.195068359375,1154.359619140625,38.63338088989258,47.72631072998047,196.0,228.0,188.0,212.0,244.0
114,49.398704528808594,nan,nan,212.0,324.0,276.0,180.0,20.722137451171875,4.445657253265381,22.2437686920166,53.17055130004883,6794.06396484375,635.21044921875,122.1050796508789,1279.596923828125,49.398704528808594,47.53157424926758,190.6666717529297,212.0,324.0,276.0,180.0
115,30.963756561279297,nan,nan,212.0,332.0,268.0,172.0,82.22647094726562,17.38532257080078,8.096139907836914,544.87646484375,880.3930053710938,116.1415786743164,5022.61962890625,1247.6339111328125,30.963756561279297,47.33683776855469,185.3333282470703,212.0,332.0,268.0,172.0
116,43.99491500854492,nan,180.0,196.0,236.0,260.0,172.0,346.0382080078125,179.2894287109375,21.879236221313477,8.963577270507812,97.8799057006836,785.7645263671875,1.803346037864685,1135.136962890625,43.99491500854492,47.1421012878418,180.0,196.0,236.0,260.0,172.0
